기준일,차량운행,접수건,탑승건,평균대기시간
2019-01-01,0.06125574272588058,0.15843547224224946,0.13412953605879652,32.8
2019-01-02,0.4088820826952527,0.858507570295602,0.7168121267799725,36.1
2019-01-03,0.4058192955589587,0.8278658976207642,0.7602204869085898,41.1
2019-01-04,0.4012251148545176,0.8179524152847873,0.7503445107946716,39.2
2019-01-05,0.06584992343032159,0.2725306416726748,0.24712907671107026,41.9
2019-01-06,0.04594180704441042,0.23936553713049746,0.24621038125861278,35.5
2019-01-07,0.4287901990811639,0.8950973323720259,0.808911345888838,35.9
2019-01-08,0.3644716692189893,0.808759913482336,0.7822691777675701,48.1
2019-01-09,0.3108728943338438,0.7806416726748377,0.7406982085438678,53.5
2019-01-10,0.3705972434915773,0.8136265320836338,0.7788240698208544,48.6
2019-01-11,0.41194486983154677,0.8404830569574622,0.7887000459347726,41.6
2019-01-12,0.06278713629402755,0.2939798125450613,0.2622875516766192,45.2
2019-01-13,0.02909647779479324,0.22909156452775775,0.2395498392282958,40.0
2019-01-14,0.39663093415007655,0.8469718817591925,0.7978870004593477,38.5
2019-01-15,0.3537519142419602,0.78478731074261,0.7659623334864492,47.9
2019-01-16,0.32159264931087295,0.7810021629416006,0.745751033532384,51.9
2019-01-17,0.3721286370597243,0.8138067772170151,0.7781350482315113,48.7
2019-01-18,0.41960183767228176,0.830930064888248,0.7746899402847955,36.8
2019-01-19,0.02297090352220521,0.2626171593366979,0.2255397335783188,74.4
2019-01-20,0.030627871362940262,0.25594808940158614,0.2625172255397336,46.6
2019-01-21,0.4088820826952527,0.8037130497476568,0.8047772163527791,44.4
2019-01-22,0.3614088820826953,0.7801009372746935,0.787781350482315,50.4
2019-01-23,0.33843797856049007,0.7555875991348233,0.7443729903536977,59.4
2019-01-24,0.3614088820826953,0.7687454938716655,0.7372531005971521,64.2
2019-01-25,0.40428790199081166,0.7842465753424658,0.7549379880569591,53.9
2019-01-26,0.05819295558958654,0.2750540735400144,0.24644005512172718,59.1
2019-01-27,0.02909647779479324,0.2433309300648882,0.24575103353238403,41.5
2019-01-28,0.444104134762634,0.8864455659697188,0.8311897106109325,40.9
2019-01-29,1.0,0.7959625090122566,0.7570050528249885,63.9
2019-01-30,0.332312404287902,0.7680245133381398,0.7262287551676618,72.0
2019-01-31,0.3614088820826953,0.7759552992069214,0.7241616903996326,70.3
2019-02-01,0.3476263399693721,0.7550468637346792,0.6995865870463942,68.0
2019-02-02,0.0995405819295559,0.28208363374188894,0.25172255397335785,29.5
2019-02-03,0.019908116385911168,0.21377072819033882,0.21750114836931556,39.7
2019-02-04,0.05972434915773356,0.19430425378514776,0.18190169958658703,24.7
2019-02-05,0.05053598774885143,0.1905191059841384,0.1720257234726688,41.0
2019-02-06,0.08728943338437978,0.220620043258832,0.20739549839228294,31.0
2019-02-07,0.3705972434915773,0.8494953136265321,0.7733118971061093,41.6
2019-02-08,0.3644716692189893,0.8065969718817592,0.7806614607257694,51.1
2019-02-09,0.08728943338437978,0.28677000720980533,0.2675700505282499,34.9
2019-02-10,0.019908116385911168,0.2213410237923576,0.23334864492420765,42.8
2019-02-11,0.33690658499234305,0.7993871665465032,0.776757005052825,64.7
2019-02-12,0.3782542113323124,0.8348954578226387,0.8215434083601287,59.2
2019-02-13,0.3261868300153139,0.8134462869502523,0.7774460266421681,60.4
2019-02-14,0.3690658499234304,0.8017303532804614,0.7829581993569132,55.1
2019-02-15,0.35068912710566613,0.8067772170151406,0.7432246210381259,60.0
2019-02-16,0.05972434915773356,0.28478731074260993,0.24965548920532843,62.1
2019-02-17,0.04134762633996936,0.2611751982696467,0.2703261368856224,42.5
2019-02-18,0.35987748851454826,0.7959625090122566,0.7696371152962793,66.9
2019-02-19,0.33078101071975496,0.8109228550829127,0.7544786403307304,51.2
2019-02-21,0.34303215926493114,0.8019105984138428,0.7781350482315113,65.5
2019-02-22,0.34456355283307816,0.7901946647440519,0.7588424437299035,60.2
2019-02-23,0.06891271056661563,0.3125450612833453,0.27928341754708313,61.5
2019-02-24,0.02143950995405819,0.24693583273251618,0.2583830960036748,47.9
2019-02-25,0.35834609494640124,0.8193943763518385,0.7882406982085439,53.9
2019-02-26,0.3537519142419602,0.7795602018745493,0.7664216812126781,63.8
2019-02-27,0.3200612557427259,0.8006488824801731,0.7742305925585669,59.8
2019-02-28,0.33843797856049007,0.7772170151405912,0.7248507119889758,68.3
2019-03-01,0.05206738131699845,0.26478010093727467,0.2324299494717501,41.9
2019-03-02,0.0,0.25252343186733955,0.2285254937988057,54.3
2019-03-03,0.04287901990811638,0.26009372746935827,0.26711070280202115,35.8
2019-03-04,0.3108728943338438,0.8314708002883922,0.7928341754708315,56.6
2019-03-05,0.3399693721286371,0.8368781542898341,0.8107487367937529,55.9
2019-03-06,0.33078101071975496,0.8211968276856525,0.7887000459347726,59.4
2019-03-07,0.32312404287901997,0.8199351117519826,0.7804317868626551,62.1
2019-03-08,0.29402756508422667,0.7746935832732517,0.7429949471750115,69.7
2019-03-09,0.05359877488514547,0.3026315789473684,0.2746899402847956,47.4
2019-03-10,0.02143950995405819,0.2501802451333814,0.2563160312356454,44.6
2019-03-11,0.324655436447167,0.8430064888248017,0.7916858061552596,59.8
2019-03-12,0.32159264931087295,0.8161499639509733,0.8017914561322921,65.9
2019-03-13,0.33078101071975496,0.8341744772891132,0.8050068902158933,62.4
2019-03-14,0.34303215926493114,0.7937995674116799,0.7733118971061093,70.7
2019-03-15,0.39509954058192953,0.8257029560201874,0.7758383096003676,59.7
2019-03-16,0.09647779479326185,0.29343907714491707,0.2661920073495636,51.0
2019-03-17,0.05819295558958654,0.24855803893294875,0.26550298576022047,40.6
2019-03-18,0.3537519142419602,0.7736121124729632,0.7597611391823611,74.1
2019-03-19,0.35987748851454826,0.7840663302090843,0.7916858061552596,70.8
2019-03-20,0.3705972434915773,0.8359769286229272,0.7721635277905374,72.2
2019-03-21,0.41807044410413474,0.8484138428262437,0.8215434083601287,54.4
2019-03-22,0.4058192955589587,0.8127253064167268,0.790767110702802,54.4
2019-03-23,0.10719754977029095,0.3138067772170151,0.280431786862655,56.9
2019-03-24,0.07044410413476265,0.26820475847152125,0.27308222324299497,36.1
2019-03-25,0.38897396630934156,0.8022710886806056,0.8073036288470372,60.4
2019-03-26,0.4303215926493109,0.8175919250180245,0.8321084060633901,59.5
2019-03-27,0.4058192955589587,0.7905551550108147,0.7997243913642627,67.9
2019-03-28,0.38131699846860645,0.7806416726748377,0.7873220027560863,63.4
2019-03-29,0.3782542113323124,0.7831651045421774,0.7620578778135048,64.6
2019-03-30,0.10107197549770292,0.30461427541456376,0.26389526871841984,50.2
2019-03-31,0.04287901990811638,0.25378514780100936,0.2636655948553055,44.4
2019-04-01,0.49157733537519144,0.9095169430425378,0.8334864492420762,42.6
2019-04-02,0.43338437978560496,0.8089401586157173,0.8139641708773542,55.6
2019-04-03,0.4532924961715161,0.8518385003604902,0.8422140560404225,53.4
2019-04-04,0.44869831546707506,0.8262436914203316,0.8261368856224163,52.4
2019-04-05,0.5160796324655437,0.888788752703677,0.8137344970142397,39.6
2019-04-06,0.09800918836140887,0.2939798125450613,0.26688102893890675,62.6
2019-04-07,0.06431852986217457,0.2725306416726748,0.28112080845199816,51.4
2019-04-08,0.4869831546707504,0.8801369863013698,0.8617363344051447,47.8
2019-04-09,0.4655436447166922,0.851297764960346,0.842443729903537,60.6
2019-04-10,0.4502297090352221,0.815068493150685,0.82475884244373,60.5
2019-04-11,0.4609494640122511,0.8257029560201874,0.8417547083141939,58.4
2019-04-12,0.5160796324655437,0.8334534967555876,0.8098300413412953,52.8
2019-04-13,0.1225114854517611,0.2975847152126892,0.2677997243913643,67.7
2019-04-14,0.06125574272588058,0.24837779379956737,0.2590721175930179,40.5
2019-04-15,0.5176110260336907,0.8808579668348955,0.8470372071658245,44.6
2019-04-16,0.4532924961715161,0.8085796683489546,0.8369315571887919,56.6
2019-04-17,0.44716692189892804,0.8161499639509733,0.8302710151584749,62.5
2019-04-18,0.4594180704441041,0.8213770728190339,0.8325677537896188,57.9
2019-04-19,0.5145482388973966,0.9019466474405191,0.8497932935231971,43.7
2019-04-21,0.05053598774885143,0.2638788752703677,0.27514928801102434,52.1
2019-04-22,0.5068912710566615,0.8747296322999278,0.8755167661920074,46.6
2019-04-23,0.5114854517611026,0.8489545782263879,0.869774919614148,51.9
2019-04-24,0.5022970903522206,0.8467916366258111,0.8516306844281121,58.5
2019-04-25,0.4517611026033691,0.8467916366258111,0.8043178686265504,68.1
2019-04-26,0.5053598774885145,0.8581470800288392,0.8316490583371612,55.9
2019-04-27,0.09494640122511488,0.2993871665465032,0.2581534221405604,69.8
2019-04-28,0.07656967840735068,0.26910598413842823,0.28112080845199816,48.2
2019-04-29,0.5176110260336907,0.8473323720259553,0.8468075333027101,46.0
2019-04-30,0.5114854517611026,0.8332732516222062,0.8571428571428572,52.1
2019-05-01,0.23736600306278716,0.44772891131939435,0.3605879650895728,30.0
2019-05-02,0.4946401225114855,0.8294881038211969,0.8279742765273312,48.7
2019-05-03,0.5267993874425727,0.8143475126171593,0.8123564538355534,47.8
2019-05-04,0.11332312404287903,0.2896539293439077,0.2572347266881029,73.5
2019-05-06,0.2006125574272588,0.2975847152126892,0.2779053743683969,30.5
2019-05-07,0.4502297090352221,0.7873107426099495,0.7965089572806614,64.3
2019-05-08,0.4869831546707504,0.8037130497476568,0.815112540192926,60.4
2019-05-09,0.4823889739663093,0.7968637346791636,0.8279742765273312,60.3
2019-05-10,0.4532924961715161,0.7837058399423216,0.7976573265962335,60.1
2019-05-11,0.15313935681470137,0.31759192501802447,0.2983463481855765,53.9
2019-05-12,0.07044410413476265,0.25540735400144193,0.26090950849793293,48.5
2019-05-13,0.5099540581929556,0.8109228550829127,0.8261368856224163,60.4
2019-05-14,0.5329249617151608,0.8094808940158615,0.8353238401469913,57.3
2019-05-15,0.4961715160796325,0.8046142754145638,0.8158015617822691,66.3
2019-05-16,0.548238897396631,0.7947007930785869,0.7994947175011484,61.3
2019-05-17,0.5222052067381318,0.7810021629416006,0.795590261828204,57.4
2019-05-18,0.16845329249617153,0.3143475126171593,0.30087276067983465,65.0
2019-05-19,0.07503828483920366,0.26153568853640946,0.25976113918236104,52.8
2019-05-20,0.5421133231240429,0.8300288392213411,0.8479559026182821,50.7
2019-05-21,0.5359877488514548,0.8053352559480894,0.8210840606338998,62.5
2019-05-22,0.5298621745788668,0.8152487382840663,0.8463481855764814,59.5
2019-05-23,0.5222052067381318,0.7981254506128335,0.8210840606338998,60.6
2019-05-24,0.5237366003062788,0.8130857966834896,0.8107487367937529,59.5
2019-05-25,0.1776416539050536,0.31128334534967556,0.29099678456591643,55.3
2019-05-26,0.08728943338437978,0.2701874549387166,0.28525493798805696,41.0
2019-05-27,0.5329249617151608,0.8253424657534246,0.8174092788240699,60.6
2019-05-28,0.5344563552833078,0.8271449170872387,0.866789159393661,61.5
2019-05-29,0.5313935681470138,0.8240807498197549,0.8525493798805697,56.4
2019-05-30,0.5237366003062788,0.8175919250180245,0.8323380799265043,59.7
2019-05-31,0.5007656967840736,0.7968637346791636,0.8006430868167203,53.5
2019-06-01,0.16539050535987748,0.3235400144196106,0.30362884703720716,59.8
2019-06-02,0.10107197549770292,0.2555875991348233,0.28112080845199816,40.1
2019-06-03,0.5206738131699847,0.8147080028839221,0.8279742765273312,55.1
2019-06-04,0.5191424196018377,0.8134462869502523,0.8325677537896188,65.0
2019-06-05,0.5421133231240429,0.8130857966834896,0.8332567753789619,58.8
2019-06-06,0.25574272588055136,0.26279740447007927,0.2395498392282958,28.9
2019-06-07,0.49310872894333846,0.7770367700072098,0.7535599448782728,46.5
2019-06-08,0.16539050535987748,0.3139870223503965,0.30523656407900784,39.9
2019-06-09,0.10719754977029095,0.2602739726027397,0.27124483233807994,33.7
2019-06-10,0.5436447166921899,0.8156092285508292,0.8332567753789619,58.2
2019-06-11,0.557427258805513,0.8172314347512617,0.8339457969683051,54.1
2019-06-12,0.5344563552833078,0.8145277577505408,0.8307303628847038,55.0
2019-06-13,0.5114854517611026,0.8046142754145638,0.8190169958658704,62.0
2019-06-14,0.5114854517611026,0.7914563806777217,0.8020211299954065,58.4
2019-06-15,0.15007656967840738,0.3154289834174477,0.2831878732200276,69.0
2019-06-16,0.11791730474732004,0.2653208363374189,0.2875516766192007,33.1
2019-06-17,0.5344563552833078,0.8235400144196107,0.8610473128158016,55.2
2019-06-18,0.5206738131699847,0.8428262436914203,0.82475884244373,61.4
2019-06-19,0.5222052067381318,0.8107426099495314,0.8295819935691318,56.7
2019-06-20,0.5497702909647779,0.8008291276135544,0.8096003674781811,66.5
2019-06-21,0.5252679938744258,0.7999279019466474,0.8091410197519522,58.1
2019-06-22,0.16079632465543647,0.3116438356164383,0.28387689480937073,61.7
2019-06-23,0.10566615620214398,0.2714491708723864,0.2939825447864033,39.8
2019-06-24,0.4808575803981624,0.7853280461427541,0.8045475424896646,64.5
2019-06-25,0.5145482388973966,0.7990266762797404,0.8109784106568672,68.8
2019-06-26,0.5237366003062788,0.8062364816149964,0.8070739549839228,60.7
2019-06-27,0.5114854517611026,0.7815428983417447,0.7905374368396876,59.5
2019-06-28,0.49157733537519144,0.7620764239365537,0.7510335323840147,65.3
2019-06-29,0.16232771822358344,0.2846070656092285,0.26596233348644926,48.5
2019-06-30,0.08728943338437978,0.25270367700072094,0.2703261368856224,37.3
2019-07-01,0.5650842266462481,0.8606705118961788,0.8695452457510335,49.8
2019-07-02,0.5758039816232772,0.8586878154289834,0.8562241616903996,45.2
2019-07-03,0.5758039816232772,0.8532804614275414,0.8578318787322003,45.7
2019-07-04,0.5712098009188361,0.8669790915645278,0.8617363344051447,43.5
2019-07-05,0.5513016845329249,0.8224585436193222,0.8332567753789619,48.8
2019-07-06,0.20214395099540583,0.3249819754866618,0.3128158015617823,38.6
2019-07-07,0.09188361408882084,0.2568493150684931,0.28364722094625633,42.1
2019-07-08,0.552833078101072,0.8412040374909877,0.8559944878272852,49.2
2019-07-09,0.552833078101072,0.839942321557318,0.8647220946256315,51.9
2019-07-10,0.548238897396631,0.8680605623648161,0.8651814423518605,50.5
2019-07-11,0.5497702909647779,0.8437274693583273,0.8249885163068442,46.3
2019-07-12,0.5344563552833078,0.8240807498197549,0.8270555810748736,52.1
2019-07-13,0.19295558958652376,0.33345349675558755,0.31740927882406983,41.3
2019-07-14,0.11026033690658499,0.2584715212689257,0.2790537436839688,35.3
2019-07-15,0.555895865237366,0.844448449891853,0.8470372071658245,53.8
2019-07-16,0.5650842266462481,0.8303893294881038,0.837620578778135,47.5
2019-07-17,0.555895865237366,0.8276856524873828,0.8282039503904455,52.5
2019-07-18,0.5084226646248086,0.7912761355443403,0.804088194763436,54.6
2019-07-19,0.5344563552833078,0.8249819754866619,0.8238401469912724,49.4
2019-07-20,0.15773353751914243,0.30389329488103817,0.2898484152503445,39.2
2019-07-21,0.07963246554364473,0.26153568853640946,0.27813504823151125,44.8
2019-07-22,0.5176110260336907,0.8147080028839221,0.8362425355994487,51.7
2019-07-23,0.5206738131699847,0.7961427541456381,0.802250803858521,52.8
2019-07-24,0.4900459418070444,0.7898341744772891,0.7811208084519983,63.2
2019-07-25,0.5084226646248086,0.8094808940158615,0.8036288470372073,55.9
2019-07-26,0.5252679938744258,0.8083994232155731,0.7462103812586127,44.4
2019-07-27,0.17611026033690658,0.30875991348233595,0.3001837390904915,35.0
2019-07-28,0.07197549770290967,0.24044700793078583,0.25057418465778597,42.5
2019-07-29,0.5068912710566615,0.7945205479452054,0.7854846118511714,41.8
2019-07-30,0.5222052067381318,0.7822638788752704,0.7742305925585669,45.6
2019-07-31,0.4793261868300154,0.761715933669791,0.7154340836012862,54.1
2019-08-01,0.4732006125574273,0.7644196106705119,0.7393201653651815,42.5
2019-08-02,0.45482388973966315,0.7316149963950973,0.7372531005971521,49.2
2019-08-03,0.1776416539050536,0.31921413121845704,0.31304547542489664,33.6
2019-08-04,0.07044410413476265,0.25306416726748376,0.2652733118971061,52.0
2019-08-05,0.48545176110260335,0.8215573179524153,0.8417547083141939,47.8
2019-08-06,0.5068912710566615,0.8199351117519826,0.8238401469912724,46.8
2019-08-07,0.5313935681470138,0.8363374188896899,0.8231511254019293,43.4
2019-08-08,0.49923430321592654,0.78478731074261,0.7928341754708315,55.5
2019-08-09,0.47779479326186836,0.7928983417447729,0.7760679834634818,60.7
2019-08-10,0.15007656967840738,0.31074260994953135,0.2990353697749196,43.8
2019-08-11,0.0888208269525268,0.27739726027397255,0.29467156637574643,41.2
2019-08-12,0.5038284839203676,0.8428262436914203,0.819935691318328,52.5
2019-08-13,0.5283307810107197,0.8469718817591925,0.8422140560404225,47.3
2019-08-14,0.5160796324655437,0.8289473684210527,0.776757005052825,61.5
2019-08-15,0.2434915773353752,0.23846431146359043,0.22875516766192006,29.5
2019-08-16,0.4961715160796325,0.7974044700793078,0.7811208084519983,42.5
2019-08-17,0.1776416539050536,0.3120043258832011,0.3045475424896647,35.4
2019-08-18,0.06278713629402755,0.25126171593366975,0.26825907211759303,47.3
2019-08-19,0.548238897396631,0.8640951694304254,0.8833256775378961,46.2
2019-08-20,0.5298621745788668,0.8561643835616438,0.8543867707854846,50.5
2019-08-21,0.545176110260337,0.8857245854361933,0.8734497014239779,48.5
2019-08-22,0.552833078101072,0.8500360490266763,0.8752870923288929,53.4
2019-08-23,0.5375191424196019,0.8330930064888248,0.821773082223243,58.0
2019-08-24,0.16998468606431855,0.32281903388608507,0.3045475424896647,51.1
2019-08-25,0.0888208269525268,0.2563085796683489,0.27836472209462565,44.6
2019-08-26,0.5283307810107197,0.858507570295602,0.8605879650895729,54.9
2019-08-27,0.557427258805513,0.8644556596971882,0.864951768488746,50.8
2019-08-28,0.55895865237366,0.8687815428983418,0.8681672025723473,46.8
2019-08-29,0.557427258805513,0.8359769286229272,0.8236104731281579,52.5
2019-08-30,0.5421133231240429,0.8388608507570295,0.8254478640330731,56.4
2019-08-31,0.17917304747320062,0.328226387887527,0.31074873679375287,53.3
2019-09-01,0.08269525267993877,0.2568493150684931,0.2762976573265962,53.5
2019-09-02,0.5191424196018377,0.8471521268925739,0.8559944878272852,57.8
2019-09-03,0.545176110260337,0.8599495313626532,0.8635737253100597,61.3
2019-09-04,0.5803981623277182,0.8862653208363374,0.8720716582452916,60.1
2019-09-05,0.552833078101072,0.9003244412400865,0.8086816720257235,73.2
2019-09-06,0.5604900459418071,0.8574260994953136,0.8268259072117594,51.8
2019-09-07,0.18376722817764168,0.22945205479452052,0.20349104271933854,25.8
2019-09-08,0.10719754977029095,0.2638788752703677,0.28249885163068444,37.2
2019-09-09,0.5819295558958653,0.8388608507570295,0.8410656867248507,62.6
2019-09-10,0.6003062787136294,0.8749098774333093,0.8047772163527791,71.7
2019-09-11,0.5742725880551302,0.8356164383561644,0.771933853927423,54.9
2019-09-12,0.33843797856049007,0.22764960346070656,0.21887919154800184,23.5
2019-09-13,0.19295558958652376,0.22656813266041814,0.20877354157096922,44.6
2019-09-14,0.17917304747320062,0.22152126892573898,0.21359669269637116,24.4
2019-09-15,0.1562021439509954,0.2795602018745494,0.28341754708314193,25.8
2019-09-16,0.546707503828484,0.851297764960346,0.8656407900780891,52.6
2019-09-17,0.5834609494640123,0.8406633020908435,0.8562241616903996,57.0
2019-09-18,0.5911179173047474,0.8377793799567411,0.860128617363344,54.3
2019-09-19,0.55895865237366,0.8127253064167268,0.847266881028939,58.2
2019-09-20,0.5497702909647779,0.8312905551550108,0.8123564538355534,57.9
2019-09-21,0.20826952526799386,0.3579668348954578,0.3256775378961874,53.9
2019-09-22,0.08728943338437978,0.23828406633020904,0.2622875516766192,38.1
2019-09-23,0.5773353751914242,0.8431867339581831,0.8573725310059714,55.9
2019-09-24,0.5773353751914242,0.8430064888248017,0.8621956821313734,58.0
2019-09-25,0.552833078101072,0.8356164383561644,0.8383096003674781,61.4
2019-09-26,0.5727411944869831,0.852198990627253,0.8677078548461186,55.6
2019-09-27,0.5666156202143952,0.8514780100937275,0.8433624253559946,54.7
2019-09-29,0.10413476263399696,0.27235039653929344,0.28640330730362884,55.1
2019-09-30,0.552833078101072,0.8377793799567411,0.8497932935231971,56.5
2019-10-01,0.545176110260337,0.8190338860850757,0.8341754708314193,62.3
2019-10-02,0.5773353751914242,0.9169069935111751,0.8596692696371153,67.9
2019-10-03,0.32312404287901997,0.2363013698630137,0.21336701883325676,29.3
2019-10-04,0.5696784073506892,0.8599495313626532,0.8282039503904455,44.4
2019-10-05,0.21439509954058195,0.35400144196106703,0.33187873220027564,38.7
2019-10-06,0.11026033690658499,0.2741528478731074,0.29972439136426277,43.4
2019-10-07,0.552833078101072,0.8410237923576064,0.8171796049609554,74.8
2019-10-08,0.5834609494640123,0.8613914924297044,0.8610473128158016,62.9
2019-10-09,0.27871362940275657,0.2802811824080749,0.26113918236104733,26.4
2019-10-10,0.6217457886676876,0.8812184571016582,0.8959577400091869,50.6
2019-10-11,0.5620214395099541,0.8372386445565969,0.8325677537896188,55.0
2019-10-12,0.20520673813169987,0.33687815428983414,0.31626090950849794,61.6
2019-10-13,0.09035222052067382,0.26712328767123283,0.27285254937988057,57.8
2019-10-14,0.5849923430321593,0.8541816870944484,0.8702342673403767,56.6
2019-10-15,0.5666156202143952,0.8316510454217736,0.8454294901240238,57.9
2019-10-16,0.552833078101072,0.8377793799567411,0.8242994947175011,66.3
2019-10-17,0.5865237366003063,0.855803893294881,0.8562241616903996,63.5
2019-10-18,0.6018376722817764,0.8716654650324441,0.8656407900780891,49.6
2019-10-19,0.1990811638591118,0.3240807498197548,0.30202112999540653,54.9
2019-10-20,0.10260336906584994,0.26009372746935827,0.2705558107487368,56.9
2019-10-21,0.5819295558958653,0.8487743330930064,0.8550757923748278,50.1
2019-10-22,0.555895865237366,0.8168709444844989,0.840606338998622,57.7
2019-10-23,0.5666156202143952,0.8419250180245134,0.8546164446485991,50.9
2019-10-24,0.557427258805513,0.8321917808219178,0.8495636196600826,56.6
2019-10-25,0.5329249617151608,0.8307498197548666,0.8121267799724392,57.1
2019-10-26,0.15926493108728945,0.31921413121845704,0.3015617822691778,53.6
2019-10-27,0.018376722817764146,0.242790194664744,0.22324299494717503,74.1
2019-10-28,0.5727411944869831,0.8284066330209084,0.8410656867248507,57.9
2019-10-29,0.6003062787136294,0.8422855082912761,0.8486449242076253,52.7
2019-10-30,0.557427258805513,0.7952415284787311,0.804088194763436,64.2
2019-10-31,0.5252679938744258,0.7797404470079308,0.7873220027560863,63.3
2019-11-01,0.5788667687595712,0.8147080028839221,0.802250803858521,49.4
2019-11-02,0.18376722817764168,0.31957462148521987,0.297427652733119,55.1
2019-11-03,0.15007656967840738,0.2898341744772891,0.2880110243454295,32.5
2019-11-04,0.5773353751914242,0.8338139870223504,0.8422140560404225,52.9
2019-11-05,0.554364471669219,0.8321917808219178,0.8440514469453377,60.6
